"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","未然形","未然ウ接続","連用形","連用タ接続","仮定形","命令ｅ","仮定縮約１","未然特殊","体言接続特殊","体言接続特殊２","命令ｙｏ","命令ｒｏ","文語基本形","未然レル接続","命令ｉ","体言接続","未然ヌ接続","現代基本形"
"自立","*","*","一段","ぞんじる","ゾンジル,ゾンジ,ゾンジヨ,ゾンジ,ゾンジレ,ゾンジヨ,ゾンジロ,ゾンジリャ,ゾンジン","ぞんじる","ぞんじ","ぞんじよ","ぞんじ","","ぞんじれ","","ぞんじりゃ","","ぞんじん","","ぞんじよ","ぞんじろ","","","","","",""
"自立","*","*","一段","討てる","ウテル,ウテ,ウテヨ,ウテ,ウテレ,ウテヨ,ウテロ,ウテリャ,ウテン","討てる","討て","討てよ","討て","","討てれ","","討てりゃ","","討てん","","討てよ","討てろ","","","","","",""
"自立","*","*","五段・ラ行","いいよる","イイヨル,イイヨラ,イイヨン,イイヨロ,イイヨリ,イイヨッ,イイヨレ,イイヨレ,イイヨリャ,イイヨン,イイヨ","いいよる","いいよら","いいよろ","いいより","いいよっ","いいよれ","いいよれ","いいよりゃ","いいよん","いいよん","いいよ","","","","","","","",""
"自立","*","*","五段・タ行","まつ","マツ,マタ,マト,マチ,マッ,マテ,マテ,マチャ","まつ","また","まと","まち","まっ","まて","まて","まちゃ","","","","","","","","","","",""
"自立","*","*","五段・ワ行促音便","売払う","ウリハラウ,ウリハラワ,ウリハラオ,ウリハライ,ウリハラッ,ウリハラエ,ウリハラエ","売払う","売払わ","売払お","売払い","売払っ","売払え","売払え","","","","","","","","","","","",""
"自立","*","*","一段","からませる","カラマセル,カラマセ,カラマセヨ,カラマセ,カラマセレ,カラマセヨ,カラマセロ,カラマセリャ,カラマセン","からませる","からませ","からませよ","からませ","","からませれ","","からませりゃ","","からません","","からませよ","からませろ","","","","","",""
"自立","*","*","一段","買い受ける","カイウケル,カイウケ,カイウケヨ,カイウケ,カイウケレ,カイウケヨ,カイウケロ,カイウケリャ,カイウケン","買い受ける","買い受け","買い受けよ","買い受け","","買い受けれ","","買い受けりゃ","","買い受けん","","買い受けよ","買い受けろ","","","","","",""
"自立","*","*","五段・マ行","憐れむ","アワレム,アワレマ,アワレモ,アワレミ,アワレン,アワレメ,アワレメ,アワレミャ","憐れむ","憐れま","憐れも","憐れみ","憐れん","憐れめ","憐れめ","憐れみゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","おくりこむ","オクリコム,オクリコマ,オクリコモ,オクリコミ,オクリコン,オクリコメ,オクリコメ,オクリコミャ","おくりこむ","おくりこま","おくりこも","おくりこみ","おくりこん","おくりこめ","おくりこめ","おくりこみゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","触れ回る","フレマワル,フレマワラ,フレマワン,フレマワロ,フレマワリ,フレマワッ,フレマワレ,フレマワレ,フレマワリャ,フレマワン,フレマワ","触れ回る","触れ回ら","触れ回ろ","触れ回り","触れ回っ","触れ回れ","触れ回れ","触れ回りゃ","触れ回ん","触れ回ん","触れ回","","","","","","","",""
"自立","*","*","一段","煉れる","ネレル,ネレ,ネレヨ,ネレ,ネレレ,ネレヨ,ネレロ,ネレリャ,ネレン","煉れる","煉れ","煉れよ","煉れ","","煉れれ","","煉れりゃ","","煉れん","","煉れよ","煉れろ","","","","","",""
"自立","*","*","五段・ラ行","晴れわたる","ハレワタル,ハレワタラ,ハレワタン,ハレワタロ,ハレワタリ,ハレワタッ,ハレワタレ,ハレワタレ,ハレワタリャ,ハレワタン,ハレワタ","晴れわたる","晴れわたら","晴れわたろ","晴れわたり","晴れわたっ","晴れわたれ","晴れわたれ","晴れわたりゃ","晴れわたん","晴れわたん","晴れわた","","","","","","","",""
"自立","*","*","一段","きえる","キエル,キエ,キエヨ,キエ,キエレ,キエヨ,キエロ,キエリャ,キエン","きえる","きえ","きえよ","きえ","","きえれ","","きえりゃ","","きえん","","きえよ","きえろ","","","","","",""
"自立","*","*","五段・サ行","召出す","メシダス,メシダサ,メシダソ,メシダシ,メシダセ,メシダセ,メシダシャ","召出す","召出さ","召出そ","召出し","","召出せ","召出せ","召出しゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","ひん曲がる","ヒンマガル,ヒンマガラ,ヒンマガン,ヒンマガロ,ヒンマガリ,ヒンマガッ,ヒンマガレ,ヒンマガレ,ヒンマガリャ,ヒンマガン,ヒンマガ","ひん曲がる","ひん曲がら","ひん曲がろ","ひん曲がり","ひん曲がっ","ひん曲がれ","ひん曲がれ","ひん曲がりゃ","ひん曲がん","ひん曲がん","ひん曲が","","","","","","","",""
"自立","*","*","五段・ラ行","くもる","クモル,クモラ,クモン,クモロ,クモリ,クモッ,クモレ,クモレ,クモリャ,クモン,クモ","くもる","くもら","くもろ","くもり","くもっ","くもれ","くもれ","くもりゃ","くもん","くもん","くも","","","","","","","",""
"自立","*","*","五段・ラ行","へだたる","ヘダタル,ヘダタラ,ヘダタン,ヘダタロ,ヘダタリ,ヘダタッ,ヘダタレ,ヘダタレ,ヘダタリャ,ヘダタン,ヘダタ","へだたる","へだたら","へだたろ","へだたり","へだたっ","へだたれ","へだたれ","へだたりゃ","へだたん","へだたん","へだた","","","","","","","",""
"自立","*","*","五段・サ行","まぎらわす","マギラワス,マギラワサ,マギラワソ,マギラワシ,マギラワセ,マギラワセ,マギラワシャ","まぎらわす","まぎらわさ","まぎらわそ","まぎらわし","","まぎらわせ","まぎらわせ","まぎらわしゃ","","","","","","","","","","",""
"自立","*","*","五段・ワ行促音便","付添う","ツキソウ,ツキソワ,ツキソオ,ツキソイ,ツキソッ,ツキソエ,ツキソエ","付添う","付添わ","付添お","付添い","付添っ","付添え","付添え","","","","","","","","","","","",""
"自立","*","*","一段","えぐれる","エグレル,エグレ,エグレヨ,エグレ,エグレレ,エグレヨ,エグレロ,エグレリャ,エグレン","えぐれる","えぐれ","えぐれよ","えぐれ","","えぐれれ","","えぐれりゃ","","えぐれん","","えぐれよ","えぐれろ","","","","","",""
"自立","*","*","五段・サ行","打ち合す","ウチアワス,ウチアワサ,ウチアワソ,ウチアワシ,ウチアワセ,ウチアワセ,ウチアワシャ","打ち合す","打ち合さ","打ち合そ","打ち合し","","打ち合せ","打ち合せ","打ち合しゃ","","","","","","","","","","",""
"自立","*","*","一段","組みなおせる","クミナオセル,クミナオセ,クミナオセヨ,クミナオセ,クミナオセレ,クミナオセヨ,クミナオセロ,クミナオセリャ,クミナオセン","組みなおせる","組みなおせ","組みなおせよ","組みなおせ","","組みなおせれ","","組みなおせりゃ","","組みなおせん","","組みなおせよ","組みなおせろ","","","","","",""
"自立","*","*","五段・ラ行","うたぐる","ウタグル,ウタグラ,ウタグン,ウタグロ,ウタグリ,ウタグッ,ウタグレ,ウタグレ,ウタグリャ,ウタグン,ウタグ","うたぐる","うたぐら","うたぐろ","うたぐり","うたぐっ","うたぐれ","うたぐれ","うたぐりゃ","うたぐん","うたぐん","うたぐ","","","","","","","",""
"自立","*","*","五段・ラ行","たばかる","タバカル,タバカラ,タバカン,タバカロ,タバカリ,タバカッ,タバカレ,タバカレ,タバカリャ,タバカン,タバカ","たばかる","たばから","たばかろ","たばかり","たばかっ","たばかれ","たばかれ","たばかりゃ","たばかん","たばかん","たばか","","","","","","","",""
"自立","*","*","五段・カ行イ音便","妬く","ヤク,ヤカ,ヤコ,ヤキ,ヤイ,ヤケ,ヤケ,ヤキャ","妬く","妬か","妬こ","妬き","妬い","妬け","妬け","妬きゃ","","","","","","","","","","",""
"自立","*","*","一段","借り集める","カリアツメル,カリアツメ,カリアツメヨ,カリアツメ,カリアツメレ,カリアツメヨ,カリアツメロ,カリアツメリャ,カリアツメン","借り集める","借り集め","借り集めよ","借り集め","","借り集めれ","","借り集めりゃ","","借り集めん","","借り集めよ","借り集めろ","","","","","",""
"自立","*","*","五段・ラ行","くいしばる","クイシバル,クイシバラ,クイシバン,クイシバロ,クイシバリ,クイシバッ,クイシバレ,クイシバレ,クイシバリャ,クイシバン,クイシバ","くいしばる","くいしばら","くいしばろ","くいしばり","くいしばっ","くいしばれ","くいしばれ","くいしばりゃ","くいしばん","くいしばん","くいしば","","","","","","","",""
"自立","*","*","一段","言い寄れる","イイヨレル,イイヨレ,イイヨレヨ,イイヨレ,イイヨレレ,イイヨレヨ,イイヨレロ,イイヨレリャ,イイヨレン","言い寄れる","言い寄れ","言い寄れよ","言い寄れ","","言い寄れれ","","言い寄れりゃ","","言い寄れん","","言い寄れよ","言い寄れろ","","","","","",""
"自立","*","*","五段・ラ行","嬲る","ナブル,ナブラ,ナブン,ナブロ,ナブリ,ナブッ,ナブレ,ナブレ,ナブリャ,ナブン,ナブ","嬲る","嬲ら","嬲ろ","嬲り","嬲っ","嬲れ","嬲れ","嬲りゃ","嬲ん","嬲ん","嬲","","","","","","","",""
"自立","*","*","五段・ラ行","裏返る","ウラガエル,ウラガエラ,ウラガエン,ウラガエロ,ウラガエリ,ウラガエッ,ウラガエレ,ウラガエレ,ウラガエリャ,ウラガエン,ウラガエ","裏返る","裏返ら","裏返ろ","裏返り","裏返っ","裏返れ","裏返れ","裏返りゃ","裏返ん","裏返ん","裏返","","","","","","","",""
"自立","*","*","五段・カ行イ音便","染み付く","シミツク,シミツカ,シミツコ,シミツキ,シミツイ,シミツケ,シミツケ,シミツキャ","染み付く","染み付か","染み付こ","染み付き","染み付い","染み付け","染み付け","染み付きゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","切り組む","キリクム,キリクマ,キリクモ,キリクミ,キリクン,キリクメ,キリクメ,キリクミャ","切り組む","切り組ま","切り組も","切り組み","切り組ん","切り組め","切り組め","切り組みゃ","","","","","","","","","","",""
"自立","*","*","五段・ワ行促音便","おいはらう","オイハラウ,オイハラワ,オイハラオ,オイハライ,オイハラッ,オイハラエ,オイハラエ","おいはらう","おいはらわ","おいはらお","おいはらい","おいはらっ","おいはらえ","おいはらえ","","","","","","","","","","","",""
"自立","*","*","五段・ラ行","はいあがる","ハイアガル,ハイアガラ,ハイアガン,ハイアガロ,ハイアガリ,ハイアガッ,ハイアガレ,ハイアガレ,ハイアガリャ,ハイアガン,ハイアガ","はいあがる","はいあがら","はいあがろ","はいあがり","はいあがっ","はいあがれ","はいあがれ","はいあがりゃ","はいあがん","はいあがん","はいあが","","","","","","","",""
"自立","*","*","五段・ワ行促音便","になう","ニナウ,ニナワ,ニナオ,ニナイ,ニナッ,ニナエ,ニナエ","になう","になわ","になお","にない","になっ","になえ","になえ","","","","","","","","","","","",""
"自立","*","*","一段","防げる","フセゲル,フセゲ,フセゲヨ,フセゲ,フセゲレ,フセゲヨ,フセゲロ,フセゲリャ,フセゲン","防げる","防げ","防げよ","防げ","","防げれ","","防げりゃ","","防げん","","防げよ","防げろ","","","","","",""
"自立","*","*","一段","砕ける","クダケル,クダケ,クダケヨ,クダケ,クダケレ,クダケヨ,クダケロ,クダケリャ,クダケン","砕ける","砕け","砕けよ","砕け","","砕けれ","","砕けりゃ","","砕けん","","砕けよ","砕けろ","","","","","",""
"自立","*","*","五段・サ行","ふりだす","フリダス,フリダサ,フリダソ,フリダシ,フリダセ,フリダセ,フリダシャ","ふりだす","ふりださ","ふりだそ","ふりだし","","ふりだせ","ふりだせ","ふりだしゃ","","","","","","","","","","",""
"自立","*","*","一段","うちはたせる","ウチハタセル,ウチハタセ,ウチハタセヨ,ウチハタセ,ウチハタセレ,ウチハタセヨ,ウチハタセロ,ウチハタセリャ,ウチハタセン","うちはたせる","うちはたせ","うちはたせよ","うちはたせ","","うちはたせれ","","うちはたせりゃ","","うちはたせん","","うちはたせよ","うちはたせろ","","","","","",""
"自立","*","*","一段","取り出せる","トリダセル,トリダセ,トリダセヨ,トリダセ,トリダセレ,トリダセヨ,トリダセロ,トリダセリャ,トリダセン","取り出せる","取り出せ","取り出せよ","取り出せ","","取り出せれ","","取り出せりゃ","","取り出せん","","取り出せよ","取り出せろ","","","","","",""
"自立","*","*","五段・ラ行","こまる","コマル,コマラ,コマン,コマロ,コマリ,コマッ,コマレ,コマレ,コマリャ,コマン,コマ","こまる","こまら","こまろ","こまり","こまっ","こまれ","こまれ","こまりゃ","こまん","こまん","こま","","","","","","","",""
"自立","*","*","五段・タ行","連だつ","ツレダツ,ツレダタ,ツレダト,ツレダチ,ツレダッ,ツレダテ,ツレダテ,ツレダチャ","連だつ","連だた","連だと","連だち","連だっ","連だて","連だて","連だちゃ","","","","","","","","","","",""
"自立","*","*","サ変・－スル","修する","シュウスル,シュウス,シュウシ,シュウシヨ,シュウショ,シュウセ,シュウスレ,シュウセヨ,シュウシロ,シュウスリャ","修する","修し","修しょ","","","修すれ","","修すりゃ","","","","修せよ","修しろ","修す","修せ","","","",""
"自立","*","*","一段","組み替える","クミカエル,クミカエ,クミカエヨ,クミカエ,クミカエレ,クミカエヨ,クミカエロ,クミカエリャ,クミカエン","組み替える","組み替え","組み替えよ","組み替え","","組み替えれ","","組み替えりゃ","","組み替えん","","組み替えよ","組み替えろ","","","","","",""
"自立","*","*","五段・ラ行","すじる","スジル,スジラ,スジン,スジロ,スジリ,スジッ,スジレ,スジレ,スジリャ,スジン,スジ","すじる","すじら","すじろ","すじり","すじっ","すじれ","すじれ","すじりゃ","すじん","すじん","すじ","","","","","","","",""
"自立","*","*","一段","呼入れる","ヨビイレル,ヨビイレ,ヨビイレヨ,ヨビイレ,ヨビイレレ,ヨビイレヨ,ヨビイレロ,ヨビイレリャ,ヨビイレン","呼入れる","呼入れ","呼入れよ","呼入れ","","呼入れれ","","呼入れりゃ","","呼入れん","","呼入れよ","呼入れろ","","","","","",""
"自立","*","*","一段","つきもどせる","ツキモドセル,ツキモドセ,ツキモドセヨ,ツキモドセ,ツキモドセレ,ツキモドセヨ,ツキモドセロ,ツキモドセリャ,ツキモドセン","つきもどせる","つきもどせ","つきもどせよ","つきもどせ","","つきもどせれ","","つきもどせりゃ","","つきもどせん","","つきもどせよ","つきもどせろ","","","","","",""
"自立","*","*","一段","書き立てる","カキタテル,カキタテ,カキタテヨ,カキタテ,カキタテレ,カキタテヨ,カキタテロ,カキタテリャ,カキタテン","書き立てる","書き立て","書き立てよ","書き立て","","書き立てれ","","書き立てりゃ","","書き立てん","","書き立てよ","書き立てろ","","","","","",""
"自立","*","*","五段・ワ行促音便","曰う","ノタマウ,ノタマワ,ノタマオ,ノタマイ,ノタマッ,ノタマエ,ノタマエ","曰う","曰わ","曰お","曰い","曰っ","曰え","曰え","","","","","","","","","","","",""
"自立","*","*","五段・サ行","付足す","ツケタス,ツケタサ,ツケタソ,ツケタシ,ツケタセ,ツケタセ,ツケタシャ","付足す","付足さ","付足そ","付足し","","付足せ","付足せ","付足しゃ","","","","","","","","","","",""
"自立","*","*","一段","あわせる","アワセル,アワセ,アワセヨ,アワセ,アワセレ,アワセヨ,アワセロ,アワセリャ,アワセン","あわせる","あわせ","あわせよ","あわせ","","あわせれ","","あわせりゃ","","あわせん","","あわせよ","あわせろ","","","","","",""
"自立","*","*","五段・マ行","立すくむ","タチスクム,タチスクマ,タチスクモ,タチスクミ,タチスクン,タチスクメ,タチスクメ,タチスクミャ","立すくむ","立すくま","立すくも","立すくみ","立すくん","立すくめ","立すくめ","立すくみゃ","","","","","","","","","","",""
"自立","*","*","一段","釣りあげる","ツリアゲル,ツリアゲ,ツリアゲヨ,ツリアゲ,ツリアゲレ,ツリアゲヨ,ツリアゲロ,ツリアゲリャ,ツリアゲン","釣りあげる","釣りあげ","釣りあげよ","釣りあげ","","釣りあげれ","","釣りあげりゃ","","釣りあげん","","釣りあげよ","釣りあげろ","","","","","",""
"自立","*","*","五段・サ行","つけ回す","ツケマワス,ツケマワサ,ツケマワソ,ツケマワシ,ツケマワセ,ツケマワセ,ツケマワシャ","つけ回す","つけ回さ","つけ回そ","つけ回し","","つけ回せ","つけ回せ","つけ回しゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","書き残す","カキノコス,カキノコサ,カキノコソ,カキノコシ,カキノコセ,カキノコセ,カキノコシャ","書き残す","書き残さ","書き残そ","書き残し","","書き残せ","書き残せ","書き残しゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","追い捲る","オイマクル,オイマクラ,オイマクン,オイマクロ,オイマクリ,オイマクッ,オイマクレ,オイマクレ,オイマクリャ,オイマクン,オイマク","追い捲る","追い捲ら","追い捲ろ","追い捲り","追い捲っ","追い捲れ","追い捲れ","追い捲りゃ","追い捲ん","追い捲ん","追い捲","","","","","","","",""
"自立","*","*","五段・サ行","鋤き返す","スキカエス,スキカエサ,スキカエソ,スキカエシ,スキカエセ,スキカエセ,スキカエシャ","鋤き返す","鋤き返さ","鋤き返そ","鋤き返し","","鋤き返せ","鋤き返せ","鋤き返しゃ","","","","","","","","","","",""
"自立","*","*","五段・タ行","思い立つ","オモイタツ,オモイタタ,オモイタト,オモイタチ,オモイタッ,オモイタテ,オモイタテ,オモイタチャ","思い立つ","思い立た","思い立と","思い立ち","思い立っ","思い立て","思い立て","思い立ちゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","締め殺す","シメコロス,シメコロサ,シメコロソ,シメコロシ,シメコロセ,シメコロセ,シメコロシャ","締め殺す","締め殺さ","締め殺そ","締め殺し","","締め殺せ","締め殺せ","締め殺しゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","ほったらかす","ホッタラカス,ホッタラカサ,ホッタラカソ,ホッタラカシ,ホッタラカセ,ホッタラカセ,ホッタラカシャ","ほったらかす","ほったらかさ","ほったらかそ","ほったらかし","","ほったらかせ","ほったらかせ","ほったらかしゃ","","","","","","","","","","",""
"自立","*","*","一段","映じる","エイジル,エイジ,エイジヨ,エイジ,エイジレ,エイジヨ,エイジロ,エイジリャ,エイジン","映じる","映じ","映じよ","映じ","","映じれ","","映じりゃ","","映じん","","映じよ","映じろ","","","","","",""
"自立","*","*","四段・ハ行","ふるふ","フルフ,フルハ,フルヒ,フルヘ,フルヘ","ふるふ","ふるは","","ふるひ","","ふるへ","ふるへ","","","","","","","","","","","",""
"自立","*","*","一段","触れる","フレル,フレ,フレヨ,フレ,フレレ,フレヨ,フレロ,フレリャ,フレン","触れる","触れ","触れよ","触れ","","触れれ","","触れりゃ","","触れん","","触れよ","触れろ","","","","","",""
"自立","*","*","五段・カ行イ音便","退く","シリゾク,シリゾカ,シリゾコ,シリゾキ,シリゾイ,シリゾケ,シリゾケ,シリゾキャ,ドク,ドカ,ドコ,ドキ,ドイ,ドケ,ドケ,ドキャ,ノク,ノカ,ノコ,ノキ,ノイ,ノケ,ノケ,ノキャ","退く","退か","退こ","退き","退い","退け","退け","退きゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","といただす","トイタダス,トイタダサ,トイタダソ,トイタダシ,トイタダセ,トイタダセ,トイタダシャ","といただす","といたださ","といただそ","といただし","","といただせ","といただせ","といただしゃ","","","","","","","","","","",""
"自立","*","*","一段","訣れる","ワカレル,ワカレ,ワカレヨ,ワカレ,ワカレレ,ワカレヨ,ワカレロ,ワカレリャ,ワカレン","訣れる","訣れ","訣れよ","訣れ","","訣れれ","","訣れりゃ","","訣れん","","訣れよ","訣れろ","","","","","",""
"自立","*","*","五段・マ行","さしこむ","サシコム,サシコマ,サシコモ,サシコミ,サシコン,サシコメ,サシコメ,サシコミャ","さしこむ","さしこま","さしこも","さしこみ","さしこん","さしこめ","さしこめ","さしこみゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","死に変る","シニカワル,シニカワラ,シニカワン,シニカワロ,シニカワリ,シニカワッ,シニカワレ,シニカワレ,シニカワリャ,シニカワン,シニカワ","死に変る","死に変ら","死に変ろ","死に変り","死に変っ","死に変れ","死に変れ","死に変りゃ","死に変ん","死に変ん","死に変","","","","","","","",""
"自立","*","*","サ変・－スル","抗する","コウスル,コウス,コウシ,コウシヨ,コウショ,コウセ,コウスレ,コウセヨ,コウシロ,コウスリャ","抗する","抗し","抗しょ","","","抗すれ","","抗すりゃ","","","","抗せよ","抗しろ","抗す","抗せ","","","",""
"自立","*","*","五段・サ行","転ばす","コロバス,コロバサ,コロバソ,コロバシ,コロバセ,コロバセ,コロバシャ","転ばす","転ばさ","転ばそ","転ばし","","転ばせ","転ばせ","転ばしゃ","","","","","","","","","","",""
"自立","*","*","一段","申し出でる","モウシデル,モウシデ,モウシデヨ,モウシデ,モウシデレ,モウシデヨ,モウシデロ,モウシデリャ,モウシデン","申し出でる","申し出で","申し出でよ","申し出で","","申し出でれ","","申し出でりゃ","","申し出でん","","申し出でよ","申し出でろ","","","","","",""
"自立","*","*","五段・サ行","生やす","ハヤス,ハヤサ,ハヤソ,ハヤシ,ハヤセ,ハヤセ,ハヤシャ","生やす","生やさ","生やそ","生やし","","生やせ","生やせ","生やしゃ","","","","","","","","","","",""
"自立","*","*","一段","こころみる","ココロミル,ココロミ,ココロミヨ,ココロミ,ココロミレ,ココロミヨ,ココロミロ,ココロミリャ,ココロミン","こころみる","こころみ","こころみよ","こころみ","","こころみれ","","こころみりゃ","","こころみん","","こころみよ","こころみろ","","","","","",""
"自立","*","*","一段","かいかえる","カイカエル,カイカエ,カイカエヨ,カイカエ,カイカエレ,カイカエヨ,カイカエロ,カイカエリャ,カイカエン","かいかえる","かいかえ","かいかえよ","かいかえ","","かいかえれ","","かいかえりゃ","","かいかえん","","かいかえよ","かいかえろ","","","","","",""
"自立","*","*","一段","搦める","カラメル,カラメ,カラメヨ,カラメ,カラメレ,カラメヨ,カラメロ,カラメリャ,カラメン","搦める","搦め","搦めよ","搦め","","搦めれ","","搦めりゃ","","搦めん","","搦めよ","搦めろ","","","","","",""
"自立","*","*","一段","ついやせる","ツイヤセル,ツイヤセ,ツイヤセヨ,ツイヤセ,ツイヤセレ,ツイヤセヨ,ツイヤセロ,ツイヤセリャ,ツイヤセン","ついやせる","ついやせ","ついやせよ","ついやせ","","ついやせれ","","ついやせりゃ","","ついやせん","","ついやせよ","ついやせろ","","","","","",""
"自立","*","*","一段","おちつける","オチツケル,オチツケ,オチツケヨ,オチツケ,オチツケレ,オチツケヨ,オチツケロ,オチツケリャ,オチツケン","おちつける","おちつけ","おちつけよ","おちつけ","","おちつけれ","","おちつけりゃ","","おちつけん","","おちつけよ","おちつけろ","","","","","",""
"自立","*","*","一段","忘れかける","ワスレカケル,ワスレカケ,ワスレカケヨ,ワスレカケ,ワスレカケレ,ワスレカケヨ,ワスレカケロ,ワスレカケリャ,ワスレカケン","忘れかける","忘れかけ","忘れかけよ","忘れかけ","","忘れかけれ","","忘れかけりゃ","","忘れかけん","","忘れかけよ","忘れかけろ","","","","","",""
"自立","*","*","五段・ラ行","けずりとる","ケズリトル,ケズリトラ,ケズリトン,ケズリトロ,ケズリトリ,ケズリトッ,ケズリトレ,ケズリトレ,ケズリトリャ,ケズリトン,ケズリト","けずりとる","けずりとら","けずりとろ","けずりとり","けずりとっ","けずりとれ","けずりとれ","けずりとりゃ","けずりとん","けずりとん","けずりと","","","","","","","",""
"自立","*","*","一段","よっぱらえる","ヨッパラエル,ヨッパラエ,ヨッパラエヨ,ヨッパラエ,ヨッパラエレ,ヨッパラエヨ,ヨッパラエロ,ヨッパラエリャ,ヨッパラエン","よっぱらえる","よっぱらえ","よっぱらえよ","よっぱらえ","","よっぱらえれ","","よっぱらえりゃ","","よっぱらえん","","よっぱらえよ","よっぱらえろ","","","","","",""
"自立","*","*","五段・ラ行","引ずる","ヒキズル,ヒキズラ,ヒキズン,ヒキズロ,ヒキズリ,ヒキズッ,ヒキズレ,ヒキズレ,ヒキズリャ,ヒキズン,ヒキズ","引ずる","引ずら","引ずろ","引ずり","引ずっ","引ずれ","引ずれ","引ずりゃ","引ずん","引ずん","引ず","","","","","","","",""
"自立","*","*","サ変・－ズル","免ずる","メンズル,メンズ,メンゼ,メンゼヨ,メンズレ,メンゼヨ,メンズリャ","免ずる","免ぜ","免ぜよ","","","免ずれ","","免ずりゃ","","","","免ぜよ","","免ず","","","","",""
"自立","*","*","五段・サ行","暈す","ボカス,ボカサ,ボカソ,ボカシ,ボカセ,ボカセ,ボカシャ","暈す","暈さ","暈そ","暈し","","暈せ","暈せ","暈しゃ","","","","","","","","","","",""
"自立","*","*","一段","申し聞ける","モウシキケル,モウシキケ,モウシキケヨ,モウシキケ,モウシキケレ,モウシキケヨ,モウシキケロ,モウシキケリャ,モウシキケン","申し聞ける","申し聞け","申し聞けよ","申し聞け","","申し聞けれ","","申し聞けりゃ","","申し聞けん","","申し聞けよ","申し聞けろ","","","","","",""
"自立","*","*","一段","詣でる","モウデル,モウデ,モウデヨ,モウデ,モウデレ,モウデヨ,モウデロ,モウデリャ,モウデン","詣でる","詣で","詣でよ","詣で","","詣でれ","","詣でりゃ","","詣でん","","詣でよ","詣でろ","","","","","",""
"自立","*","*","一段","くゆらせる","クユラセル,クユラセ,クユラセヨ,クユラセ,クユラセレ,クユラセヨ,クユラセロ,クユラセリャ,クユラセン","くゆらせる","くゆらせ","くゆらせよ","くゆらせ","","くゆらせれ","","くゆらせりゃ","","くゆらせん","","くゆらせよ","くゆらせろ","","","","","",""
"自立","*","*","五段・サ行","取外す","トリハズス,トリハズサ,トリハズソ,トリハズシ,トリハズセ,トリハズセ,トリハズシャ","取外す","取外さ","取外そ","取外し","","取外せ","取外せ","取外しゃ","","","","","","","","","","",""
"自立","*","*","一段","混ぜ返せる","マゼカエセル,マゼカエセ,マゼカエセヨ,マゼカエセ,マゼカエセレ,マゼカエセヨ,マゼカエセロ,マゼカエセリャ,マゼカエセン","混ぜ返せる","混ぜ返せ","混ぜ返せよ","混ぜ返せ","","混ぜ返せれ","","混ぜ返せりゃ","","混ぜ返せん","","混ぜ返せよ","混ぜ返せろ","","","","","",""
"自立","*","*","一段","結べる","ムスベル,ムスベ,ムスベヨ,ムスベ,ムスベレ,ムスベヨ,ムスベロ,ムスベリャ,ムスベン","結べる","結べ","結べよ","結べ","","結べれ","","結べりゃ","","結べん","","結べよ","結べろ","","","","","",""
"自立","*","*","一段","突っ込める","ツッコメル,ツッコメ,ツッコメヨ,ツッコメ,ツッコメレ,ツッコメヨ,ツッコメロ,ツッコメリャ,ツッコメン","突っ込める","突っ込め","突っ込めよ","突っ込め","","突っ込めれ","","突っ込めりゃ","","突っ込めん","","突っ込めよ","突っ込めろ","","","","","",""
"自立","*","*","一段","贈れる","オクレル,オクレ,オクレヨ,オクレ,オクレレ,オクレヨ,オクレロ,オクレリャ,オクレン","贈れる","贈れ","贈れよ","贈れ","","贈れれ","","贈れりゃ","","贈れん","","贈れよ","贈れろ","","","","","",""
"自立","*","*","サ変・－ズル","どうずる","ドウズル,ドウズ,ドウゼ,ドウゼヨ,ドウズレ,ドウゼヨ,ドウズリャ","どうずる","どうぜ","どうぜよ","","","どうずれ","","どうずりゃ","","","","どうぜよ","","どうず","","","","",""
"自立","*","*","一段","みたせる","ミタセル,ミタセ,ミタセヨ,ミタセ,ミタセレ,ミタセヨ,ミタセロ,ミタセリャ,ミタセン","みたせる","みたせ","みたせよ","みたせ","","みたせれ","","みたせりゃ","","みたせん","","みたせよ","みたせろ","","","","","",""
"自立","*","*","五段・タ行","討つ","ウツ,ウタ,ウト,ウチ,ウッ,ウテ,ウテ,ウチャ","討つ","討た","討と","討ち","討っ","討て","討て","討ちゃ","","","","","","","","","","",""
"自立","*","*","五段・タ行","振り放つ","フリハナツ,フリハナタ,フリハナト,フリハナチ,フリハナッ,フリハナテ,フリハナテ,フリハナチャ","振り放つ","振り放た","振り放と","振り放ち","振り放っ","振り放て","振り放て","振り放ちゃ","","","","","","","","","","",""
